3564650  493694
3563720  493040
3562760  492631
3562010  492277
3561210  491794
3561060  491974
3560260  491571
3559730  490941
3559530  490461
3566040  489148
3569920  487968
3571950  486939
3573820  485012
3575580  482764
3576420  483373
3576420  483794
3575990  484381
3576220  484446
3576580  484105
3576820  483851
3577050  483986
3577230  484229
3577600  484368
3577870  484395
3577760  484769
3578150  485102
3578800  485193
3579140  484946
3579160  484368
3579680  484608
3580200  484615
3580910  484871
3581440  484130
3581760  484395
3581770  484713
3581980  484937
3582430  484953
3582300  485662
3584230  485897
3584970  485375
3585160  485413
3585500  485277
3585390  484932
3586030  484804
3586080  485086
3586290  485086
3586450  485274
3586660  485878
3587020  485673
3587700  485462
3587870  485727
3588150  485697
3588350  486379
3588320  487401
3588720  487497
3589210  487234
3589380  486870
3589630  486525
3590100  486579
3590080  486955
3590230  487140
3590570  487192
3590630  486718
3591100  486697
3591190  486324
3591400  486312
3591950  486347
3592420  486391
3592470  486159
3592760  486114
3592760  485870
3593800  485695
3593520  484510
3593200  483257
3594450  482033
3594620  482625
3595680  482532
3598290  482818
3600770  482897
3600760  482658
3601280  482593
3601530  482748
3601730  483053
3601810  483909
3601970  484306
3602410  484255
3603080  484088
3603330  484316
3604160  484137
3604310  482651
3604610  482756
3604710  482527
3604790  482194
3605130  482320
3605440  482326
3605790  482390
